이름,id,연도,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,볼넷,사구,삼진,병살타,장타율,출루율,실책,생년월일
진명호,79545,2011,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-03-20
진명호,79545,2018,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-03-20
진명호,79545,2020,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-03-20
권영준,79565,2012,롯데,0.231,11,14,13,2,3,0,0,0,3,0,0,0,0,1,6,0,0.231,0.286,0,1986-06-04
애킨스,79596,2009,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-08-30
안치홍,79608,2009,KIA,0.235,123,415,371,53,87,13,4,14,150,38,8,5,32,2,103,10,0.404,0.297,11,1990-07-02
안치홍,79608,2010,KIA,0.291,133,537,461,79,134,21,3,8,185,50,18,5,49,7,96,12,0.401,0.365,9,1990-07-02
안치홍,79608,2011,KIA,0.315,115,433,378,54,119,21,4,5,163,46,9,4,33,3,55,13,0.431,0.373,9,1990-07-02
안치홍,79608,2012,KIA,0.288,132,558,489,60,141,31,2,3,185,64,20,3,42,6,74,12,0.378,0.347,11,1990-07-02
안치홍,79608,2013,KIA,0.249,118,484,414,56,103,15,0,3,127,39,16,1,52,6,74,13,0.307,0.338,8,1990-07-02
안치홍,79608,2014,KIA,0.339,126,479,434,65,147,31,2,18,236,88,19,6,33,6,65,11,0.544,0.390,9,1990-07-02
안치홍,79608,2016,KIA,0.222,10,43,36,3,8,2,0,0,10,1,0,0,5,0,8,2,0.278,0.310,0,1990-07-02
안치홍,79608,2017,KIA,0.316,132,545,487,95,154,29,2,21,250,93,7,0,43,4,70,19,0.513,0.373,13,1990-07-02
안치홍,79608,2018,KIA,0.342,130,549,494,88,169,38,1,23,278,118,5,1,36,10,57,13,0.563,0.392,8,1990-07-02
안치홍,79608,2019,KIA,0.315,105,408,362,45,114,18,1,5,149,49,4,2,40,1,37,9,0.412,0.380,11,1990-07-02
안치홍,79608,2020,롯데,0.286,124,460,412,49,118,28,0,8,170,54,14,3,35,7,47,11,0.413,0.351,14,1990-07-02
안치홍,79608,2021,롯데,0.306,119,490,421,58,129,30,2,10,193,82,3,6,52,3,58,10,0.458,0.379,10,1990-07-02
안치홍,79608,2022,롯데,0.284,132,562,493,71,140,27,3,14,215,58,7,2,51,5,52,13,0.436,0.354,12,1990-07-02
안치홍,79608,2023,롯데,0.292,121,494,425,57,124,20,1,8,170,63,3,3,49,10,53,14,0.400,0.374,4,1990-07-02
손정훈,79604,2009,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-01-14
정성철,79621,2009,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-04-21
정용운,79617,2016,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-07-06
윤효섭,79653,2010,KIA,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1990-10-24
로페즈,79644,2011,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1975-04-21
장태성,79642,2010,KIA,1.000,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1.000,1.000,0,1986-12-15
박상혁,79657,2013,NC,0.133,8,15,15,0,2,0,0,0,2,0,0,0,0,0,5,0,0.133,0.133,0,1990-03-07
강병수,79720,2009,한화,0.000,16,13,11,3,0,0,0,0,0,0,0,0,2,0,7,0,0.000,0.154,0,1984-04-16
김강석,79704,2009,한화,0.200,3,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0.200,0.200,0,1985-09-08
김강석,79704,2010,한화,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1985-09-08
김회성,79705,2009,한화,0.143,20,32,28,3,4,2,0,0,6,1,0,0,1,3,12,2,0.214,0.250,1,1985-12-04
김회성,79705,2010,한화,0.000,11,19,17,0,0,0,0,0,0,0,0,0,2,0,7,1,0.000,0.105,1,1985-12-04
김회성,79705,2011,한화,0.143,37,59,49,5,7,3,0,2,16,6,0,0,5,3,19,2,0.327,0.259,0,1985-12-04
김회성,79705,2014,한화,0.236,59,162,140,21,33,8,1,6,61,18,0,0,14,4,45,4,0.436,0.321,4,1985-12-04
김회성,79705,2015,한화,0.209,83,268,225,36,47,10,2,16,109,35,2,4,28,10,58,4,0.484,0.321,7,1985-12-04
김회성,79705,2016,한화,0.200,28,58,45,12,9,0,0,1,12,8,0,0,9,2,17,1,0.267,0.345,1,1985-12-04
김회성,79705,2017,한화,0.235,54,103,85,10,20,4,0,3,33,13,0,0,13,2,24,3,0.388,0.343,1,1985-12-04
김회성,79705,2018,한화,0.259,58,102,85,15,22,5,0,4,39,17,1,0,11,3,26,3,0.459,0.364,0,1985-12-04
김회성,79705,2019,한화,0.231,58,117,104,7,24,4,0,3,37,18,2,1,11,0,24,1,0.356,0.302,2,1985-12-04
김회성,79705,2020,한화,0.167,15,25,18,1,3,1,0,0,4,1,0,0,3,1,6,2,0.222,0.304,2,1985-12-04
디아즈,79725,2009,한화,0.266,62,229,207,37,55,15,0,15,115,39,2,1,17,2,76,11,0.556,0.323,3,1981-12-10
허유강,79746,2010,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-11-16
황재규,79758,2010,한화,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-04-16
박성호,79760,2010,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-07-04
박성호,79760,2011,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-07-04
박성호,79760,2014,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-07-04
박성호,79760,2015,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-07-04
하지호,79804,2009,SK,0.500,2,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0.500,0.500,0,1984-12-16
하지호,79804,2010,SK,0.000,9,7,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,1984-12-16
장민재,79764,2011,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-03-19
장민재,79764,2016,한화,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-03-19
장민재,79764,2018,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-03-19
장민재,79764,2021,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-03-19
김동호,79791,2017,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1985-09-10
박현준,79817,2010,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-09-22
박현준,79817,2011,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-09-22
여건욱,79825,2014,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-09-16
여건욱,79825,2019,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-09-16
김태훈,79847,2012,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-05-19
김태훈,79847,2016,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-05-19
김태훈,79847,2019,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-05-19
김태훈,79847,2020,SK,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-05-19
김태훈,79847,2021,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-05-19
카도쿠라,79854,2009,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1973-03-09
김정남,79868,2009,SK,0.286,15,26,21,4,6,1,0,1,10,2,0,0,3,1,4,1,0.476,0.400,2,1986-11-22
김정남,79868,2011,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-11-22
윤중환,79869,2011,SK,0.000,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,1,1990-09-07
윤중환,79869,2015,SK,0.240,15,28,25,1,6,0,0,1,9,4,0,1,3,0,6,0,0.360,0.321,0,1990-09-07
박상현,79866,2010,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-11-22
강병선,80001,1988,MBC,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1965-05-09
김구길,80006,1982,삼미  ,0.203,32,70,64,1,13,1,0,0,14,2,1,1,3,0,15,0,0.000,0.000,3,1953-06-16
강정남,80002,1984,해태  ,0.100,26,54,50,5,5,3,0,0,8,2,0,0,2,1,13,0,0.000,0.000,1,1960-08-14
김선훈,80008,1988,삼성,0.095,15,23,21,3,2,0,0,0,2,0,1,0,2,0,5,0,0.000,0.000,4,1969-12-16
김선훈,80008,1989,삼성,0.333,2,4,3,0,1,1,0,0,2,0,0,0,1,0,1,0,0.000,0.000,0,1969-12-16
김기홍,80005,1989,MBC,0.290,11,34,31,3,9,3,0,0,12,6,2,0,2,0,2,1,0.000,0.000,2,1970-02-26
김기홍,80005,1990,LG,0.224,32,54,49,5,11,2,0,0,13,2,0,2,1,0,3,0,0.000,0.000,0,1970-02-26
김기홍,80005,1992,LG,0.205,33,77,73,3,15,2,0,1,20,5,1,0,2,0,15,1,0.000,0.000,9,1970-02-26
김기홍,80005,1993,LG,0.364,13,12,11,2,4,1,0,0,5,1,0,0,0,0,2,0,0.000,0.000,0,1970-02-26
김경호,80004,1986,해태,0.000,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,1,1963-04-07
김성호,80013,1983,롯데  ,0.221,59,103,95,11,21,1,1,0,24,5,5,3,5,1,17,3,0.000,0.000,8,1960-03-26
김성호,80013,1984,롯데  ,0.143,36,51,49,5,7,2,0,1,12,4,3,1,2,0,11,0,0.000,0.000,1,1960-03-26
김성호,80013,1985,롯데,0.184,64,124,103,12,19,3,0,2,28,8,4,1,7,2,14,3,0.000,0.000,13,1960-03-26
김성관,80010,1982,롯데  ,0.275,76,304,273,38,75,15,1,7,113,40,16,4,18,8,26,8,0.000,0.000,2,1952-07-06
김성관,80010,1983,롯데  ,0.216,79,232,208,17,45,10,4,1,66,21,9,6,16,4,16,7,0.000,0.000,3,1952-07-06
김성관,80010,1984,롯데  ,0.222,16,19,18,1,4,0,0,0,4,0,0,0,0,1,3,0,0.000,0.000,0,1952-07-06
김성수,80012,1986,MBC,0.100,16,13,10,0,1,0,0,0,1,0,1,0,0,1,2,0,0.000,0.000,0,1962-05-07
김성수,80012,1987,MBC,0.222,12,19,18,1,4,1,0,0,5,0,0,0,1,0,1,0,0.000,0.000,0,1962-05-07
김성수,80012,1988,MBC,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,2,1962-05-07
김성수,80012,1989,MBC,0.105,12,20,19,1,2,1,0,0,3,0,0,1,1,0,4,0,0.000,0.000,0,1962-05-07
김성호,80014,1984,OB    ,0.000,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1955-09-01
김성호,80014,1986,빙그레,0.172,30,36,29,1,5,1,0,0,6,0,0,0,4,1,5,0,0.000,0.000,0,1955-09-01
김성호,80014,1987,빙그레,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1955-09-01
김승태,80015,1988,태평양,0.500,1,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0,1969-03-07
김영신,80017,1985,OB,0.190,15,22,21,1,4,0,0,0,4,2,0,0,1,0,4,0,0.000,0.000,1,1961-11-09
김영신,80017,1986,OB,0.091,10,11,11,0,1,0,0,0,1,0,0,0,0,0,1,1,0.000,0.000,1,1961-11-09
김우근,80021,1982,해태  ,0.189,61,166,143,14,27,5,0,4,44,18,11,1,13,4,16,3,0.000,0.000,2,1956-01-26
김우근,80021,1983,삼미  ,0.186,49,72,70,5,13,0,0,0,13,1,1,3,2,0,10,1,0.000,0.000,0,1956-01-26
김우근,80021,1984,삼미  ,0.262,77,264,229,30,60,6,3,2,78,21,15,2,24,3,21,3,0.000,0.000,4,1956-01-26
김우근,80021,1985,청보,0.288,106,460,400,62,115,21,1,5,153,31,31,14,49,1,41,13,0.000,0.000,4,1956-01-26
김우근,80021,1986,MBC,0.227,60,156,132,20,30,1,3,0,37,10,5,3,14,0,18,3,0.000,0.000,1,1956-01-26
김우근,80021,1987,MBC,0.275,44,84,69,11,19,2,1,0,23,4,2,2,9,1,5,1,0.000,0.000,0,1956-01-26
김신,80016,1994,해태,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,1,1971-03-15
김일환,80024,1982,롯데  ,0.243,65,210,181,18,44,5,1,0,51,8,4,4,21,1,22,3,0.000,0.000,6,1954-01-11
김일환,80024,1983,해태  ,0.184,57,112,98,12,18,6,0,0,24,3,0,3,10,0,10,2,0.000,0.000,1,1954-01-11
김일환,80024,1984,해태  ,0.274,96,361,321,37,88,15,2,0,107,27,4,6,30,3,39,7,0.000,0.000,11,1954-01-11
김일환,80024,1985,해태,0.223,64,116,103,8,23,6,0,0,29,9,0,1,8,0,7,3,0.000,0.000,1,1954-01-11
김일환,80024,1986,해태,0.217,42,50,46,0,10,2,0,0,12,9,0,0,3,0,4,3,0.000,0.000,0,1954-01-11
김일환,80024,1987,해태,0.264,55,102,87,8,23,5,0,0,28,12,0,1,10,1,15,5,0.000,0.000,1,1954-01-11
김일환,80024,1988,태평양,0.200,66,113,100,5,20,2,0,0,22,8,0,1,11,0,15,2,0.000,0.000,0,1954-01-11
김일환,80024,1989,태평양,0.091,6,11,11,0,1,0,0,0,1,0,0,0,0,0,4,0,0.000,0.000,0,1954-01-11
김용희,80020,1982,롯데  ,0.284,63,263,232,33,66,7,0,11,106,38,4,1,25,3,19,12,0.000,0.000,16,1955-10-04
김용희,80020,1983,롯데  ,0.275,85,333,298,43,82,8,1,18,146,52,5,6,26,3,30,12,0.000,0.000,11,1955-10-04
김용희,80020,1984,롯데  ,0.244,81,334,311,28,76,13,2,9,120,53,2,1,17,2,38,7,0.000,0.000,18,1955-10-04
김용희,80020,1985,롯데,0.277,101,404,361,49,100,18,2,14,164,47,2,2,37,2,33,3,0.000,0.000,5,1955-10-04
김용희,80020,1986,롯데,0.293,83,321,290,29,85,11,3,8,126,37,2,1,26,3,18,6,0.000,0.000,1,1955-10-04
김용희,80020,1987,롯데,0.216,38,128,111,10,24,4,2,1,35,12,0,2,14,2,11,7,0.000,0.000,0,1955-10-04
김용희,80020,1988,롯데,0.293,69,176,164,8,48,7,0,0,55,20,0,0,6,3,11,8,0.000,0.000,0,1955-10-04
김용희,80020,1989,롯데,0.063,15,16,16,0,1,1,0,0,2,1,0,0,0,0,1,1,0.000,0.000,0,1955-10-04
김용달,80018,1982,MBC   ,0.315,68,191,168,29,53,10,0,5,78,23,2,3,19,0,29,6,0.000,0.000,4,1956-05-10
김용달,80018,1983,MBC   ,0.217,49,93,83,7,18,2,0,1,23,8,1,2,6,1,14,1,0.000,0.000,5,1956-05-10
김용달,80018,1984,MBC   ,0.295,58,110,95,9,28,5,4,1,44,14,1,0,15,0,14,5,0.000,0.000,1,1956-05-10
김용달,80018,1985,MBC,0.232,71,166,142,15,33,9,0,3,51,15,3,0,21,0,24,5,0.000,0.000,1,1956-05-10
김용달,80018,1986,MBC,0.209,24,52,43,3,9,0,0,1,12,4,0,0,7,1,4,3,0.000,0.000,1,1956-05-10
김용달,80018,1987,MBC,0.286,31,49,42,3,12,2,0,1,17,8,0,0,7,0,11,2,0.000,0.000,1,1956-05-10
김용달,80018,1988,MBC,0.000,14,20,18,0,0,0,0,0,0,0,0,0,2,0,6,2,0.000,0.000,0,1956-05-10
김종근,80028,1983,롯데  ,0.200,12,12,10,0,2,0,0,0,2,0,0,0,0,0,1,0,0.000,0.000,3,1960-03-16
김용만,80019,1982,해태  ,0.147,56,110,102,7,15,3,0,0,18,7,2,1,6,1,10,3,0.000,0.000,10,1958-07-26
김이수,80023,1984,삼성  ,0.197,66,127,117,19,23,5,1,2,36,10,6,4,8,1,25,1,0.000,0.000,2,1960-08-04
김이수,80023,1985,삼성  ,0.111,25,9,9,4,1,1,0,0,2,0,0,2,0,0,3,0,0.000,0.000,0,1960-08-04
김이수,80023,1986,삼성,0.069,27,30,29,2,2,0,0,0,2,0,1,1,1,0,1,1,0.000,0.000,2,1960-08-04
김정태,80027,1986,빙그레,0.239,92,215,176,14,42,6,0,1,51,10,2,5,28,2,25,7,0.000,0.000,1,1957-01-01
김정태,80027,1987,빙그레,0.000,3,5,4,0,0,0,0,0,0,0,0,0,1,0,2,1,0.000,0.000,0,1957-01-01
김진우,80030,1983,삼미  ,0.253,99,424,364,46,92,10,1,15,149,49,3,1,51,7,45,11,0.000,0.000,9,1958-09-24
김진우,80030,1984,삼미  ,0.224,80,288,245,28,55,8,0,9,90,27,1,1,35,2,49,8,0.000,0.000,4,1958-09-24
김진우,80030,1985,청보,0.266,82,316,274,35,73,14,0,8,111,31,0,1,29,6,51,11,0.000,0.000,8,1958-09-24
김진우,80030,1986,청보,0.286,91,353,301,35,86,19,4,8,137,41,9,6,38,7,44,13,0.000,0.000,7,1958-09-24
김진우,80030,1987,청보,0.238,58,212,181,20,43,8,0,3,60,16,3,4,26,3,26,6,0.000,0.000,7,1958-09-24
김진우,80030,1989,MBC,0.159,61,108,88,4,14,3,0,0,17,9,0,0,17,0,26,3,0.000,0.000,3,1958-09-24
김진근,80029,1984,롯데  ,0.250,13,22,20,2,5,0,0,0,5,0,1,0,1,1,2,1,0.000,0.000,2,1956-03-16
김진근,80029,1985,롯데,0.167,28,12,12,6,2,1,0,0,3,1,3,2,0,0,1,1,0.000,0.000,1,1956-03-16
김진근,80029,1986,롯데,0.148,38,29,27,7,4,1,0,1,8,5,0,1,2,0,3,1,0.000,0.000,0,1956-03-16
김진근,80029,1987,청보,0.130,32,24,23,6,3,0,0,0,3,0,0,1,1,0,3,3,0.000,0.000,2,1956-03-16
김태업,80032,1985,해태,0.149,35,53,47,6,7,2,0,0,9,3,2,1,4,0,12,2,0.000,0.000,0,1962-02-19
김진홍,80031,1982,OB    ,0.200,7,5,5,2,1,0,0,0,1,1,0,1,0,0,0,0,0.000,0.000,0,1962-09-10
김진홍,80031,1983,OB    ,0.174,20,24,23,1,4,0,0,0,4,0,0,0,1,0,1,0,0.000,0.000,1,1962-09-10
김진홍,80031,1984,OB    ,-,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1962-09-10
김진홍,80031,1985,OB,0.667,4,3,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0.000,0.000,1,1962-09-10
김진홍,80031,1986,OB,0.500,6,4,4,1,2,1,0,0,3,0,0,0,0,0,0,0,0.000,0.000,0,1962-09-10
김진홍,80031,1987,OB,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0,1962-09-10
김진홍,80031,1989,OB,0.214,25,33,28,1,6,0,1,0,8,2,1,0,4,0,4,0,0.000,0.000,0,1962-09-10
문주모,80038,1982,삼미  ,0.071,11,15,14,1,1,0,0,0,1,0,0,0,1,0,4,1,0.000,0.000,0,1962-11-14
김현택,80034,1986,빙그레,0.067,9,19,15,2,1,0,0,0,1,1,0,0,3,1,5,1,0.000,0.000,0,1962-05-09
박명운,80040,1985,청보,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1959-07-17
김휘욱,80036,1982,삼성  ,0.152,36,69,66,5,10,1,1,1,16,9,0,0,1,0,8,1,0.000,0.000,1,1957-08-11
김한조,80033,1984,롯데  ,0.236,49,93,72,9,17,4,1,2,29,11,0,1,16,1,17,1,0.000,0.000,0,1962-01-25
김한조,80033,1985,롯데,0.206,60,116,107,13,22,3,0,3,34,15,0,1,8,0,26,1,0.000,0.000,0,1962-01-25
김한조,80033,1986,롯데,0.207,56,96,82,4,17,1,0,0,18,3,1,0,9,1,8,2,0.000,0.000,1,1962-01-25
김한조,80033,1987,청보,0.239,49,83,71,10,17,4,0,1,24,7,3,1,9,0,10,0,0.000,0.000,1,1962-01-25
김한조,80033,1988,태평양,0.125,12,19,16,2,2,0,0,0,2,0,0,0,2,0,0,1,0.000,0.000,0,1962-01-25
박기수,80039,1985,OB,0.000,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1959-11-27
박성현,80041,1988,빙그레,0.250,3,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0.000,0.000,0,1964-07-02
박재천,80043,1982,MBC   ,0.143,14,22,21,2,3,0,1,0,5,0,1,0,1,0,3,0,0.000,0.000,5,1957-10-10
박재천,80043,1986,빙그레,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1957-10-10
박전섭,80044,1982,해태  ,0.217,46,115,106,7,23,4,1,0,29,7,0,0,7,1,13,2,0.000,0.000,6,1959-02-04
박전섭,80044,1983,해태  ,0.200,6,10,10,0,2,0,0,0,2,0,0,1,0,0,1,2,0.000,0.000,1,1959-02-04
박전섭,80044,1984,해태  ,0.212,14,35,33,5,7,1,0,0,8,4,0,0,0,1,7,1,0.000,0.000,1,1959-02-04
박전섭,80044,1985,해태,0.000,3,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0,1959-02-04
배원영,80049,1984,OB    ,0.000,4,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0.000,0.000,0,1962-01-15
배원영,80049,1986,빙그레,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1962-01-15
박종호,80045,1982,OB    ,0.500,4,5,4,0,2,0,0,0,2,2,0,0,1,0,0,1,0.000,0.000,2,1964-12-07
박용성,80042,1982,롯데  ,0.287,53,198,171,24,49,6,1,11,90,38,0,2,17,4,28,7,0.000,0.000,3,1958-09-30
박용성,80042,1983,롯데  ,0.287,97,398,349,40,100,19,1,17,172,63,6,7,33,8,60,8,0.000,0.000,5,1958-09-30
박용성,80042,1984,롯데  ,0.222,72,180,158,13,35,2,0,7,58,21,1,3,17,2,30,6,0.000,0.000,0,1958-09-30
박용성,80042,1985,롯데,0.245,74,184,159,24,39,5,2,8,72,21,4,1,18,2,26,5,0.000,0.000,4,1958-09-30
박용성,80042,1986,롯데,0.194,53,86,72,6,14,2,0,0,16,1,1,0,9,2,12,3,0.000,0.000,0,1958-09-30
박용성,80042,1987,롯데,0.000,9,10,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1958-09-30
박용성,80042,1988,롯데,0.333,3,3,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0.000,0.000,0,1958-09-30
박희찬,80048,1985,롯데,0.000,6,6,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0.000,0.000,0,1963-05-01
박희찬,80048,1986,롯데,0.750,5,5,4,2,3,1,0,0,4,0,0,0,1,0,0,0,0.000,0.000,0,1963-05-01
박희찬,80048,1987,롯데,0.300,9,10,10,0,3,0,0,0,3,1,0,0,0,0,3,0,0.000,0.000,0,1963-05-01
박희찬,80048,1988,롯데,0.000,6,9,7,1,0,0,0,0,0,0,0,0,1,1,3,0,0.000,0.000,0,1963-05-01
박해종,80047,1984,OB    ,0.228,27,65,57,2,13,3,0,0,16,8,0,0,6,1,3,3,0.000,0.000,0,1952-09-09
박해종,80047,1985,OB,0.185,17,30,27,0,5,0,0,0,5,3,0,0,2,0,7,0,0.000,0.000,0,1952-09-09
박찬,80046,1982,삼성  ,0.286,30,85,77,12,22,4,0,1,29,8,2,0,8,0,15,2,0.000,0.000,1,1955-04-26
박찬,80046,1983,삼성  ,0.292,52,147,130,20,38,10,0,1,51,12,2,2,14,1,24,2,0.000,0.000,2,1955-04-26
박찬,80046,1984,삼성  ,0.167,20,38,36,3,6,0,0,0,6,3,1,1,1,1,8,0,0.000,0.000,0,1955-04-26
박찬,80046,1985,삼성  ,0.000,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0,1955-04-26
박찬,80046,1986,빙그레,0.103,17,29,29,0,3,0,0,0,3,1,0,0,0,0,5,2,0.000,0.000,0,1955-04-26
송영운,80056,1982,MBC   ,0.262,76,302,263,37,69,11,1,1,85,28,15,10,27,1,27,4,0.000,0.000,6,1952-12-15
송영운,80056,1983,MBC   ,0.244,56,154,131,14,32,5,1,0,39,18,1,3,18,1,15,4,0.000,0.000,0,1952-12-15
송영운,80056,1984,MBC   ,0.286,43,108,98,7,28,4,0,0,32,5,0,2,9,0,5,1,0.000,0.000,1,1952-12-15
송영운,80056,1985,MBC,0.278,79,230,198,16,55,6,1,0,63,18,4,3,28,1,21,2,0.000,0.000,1,1952-12-15
송영운,80056,1986,MBC,0.256,56,104,90,5,23,4,0,1,30,10,0,1,12,0,14,1,0.000,0.000,0,1952-12-15
송영운,80056,1987,MBC,0.259,35,36,27,1,7,0,1,0,9,4,0,0,8,1,4,0,0.000,0.000,0,1952-12-15
송영운,80056,1988,MBC,0.000,9,11,10,0,0,0,0,0,0,0,0,0,1,0,1,1,0.000,0.000,1,1952-12-15
사인상,80050,1984,OB    ,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1960-12-18
사인상,80050,1986,OB,0.250,7,8,8,1,2,1,0,0,3,0,0,0,0,0,3,0,0.000,0.000,1,1960-12-18
송상진,80054,1986,빙그레,0.000,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,1,1962-03-22
송형석,80058,1988,태평양,0.167,6,6,6,0,1,0,0,0,1,0,0,0,0,0,1,1,0.000,0.000,1,1965-01-28
송일수,80057,1984,삼성  ,0.277,64,150,137,15,38,3,2,2,51,16,0,4,4,4,22,3,0.000,0.000,2,1950-12-13
송일수,80057,1985,삼성  ,0.208,56,157,130,16,27,7,0,2,40,20,2,2,14,1,11,4,0.000,0.000,4,1950-12-13
송일수,80057,1986,삼성,0.155,40,93,84,7,13,3,0,0,16,4,0,1,4,0,7,2,0.000,0.000,1,1950-12-13
신성철,80059,1986,청보,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1964-08-10
송경섭,80052,1982,삼미  ,0.197,53,172,152,9,30,9,1,2,47,20,2,1,12,5,41,4,0.000,0.000,13,1960-11-26
안민석,80060,1989,삼성,0.175,29,46,40,6,7,0,0,0,7,1,1,3,5,0,5,1,0.000,0.000,0,1966-02-07
엄태섭,80071,1982,롯데  ,0.200,36,99,95,8,19,3,0,0,22,6,2,0,4,0,11,1,0.000,0.000,1,1959-07-17
엄태섭,80071,1983,삼미  ,0.000,8,8,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,1959-07-17
엄태섭,80071,1984,삼미  ,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1959-07-17
서정환,80053,1982,삼성  ,0.202,50,135,124,14,25,1,1,2,34,19,9,1,5,1,21,1,0.000,0.000,9,1955-07-05
